project_id,country,region,customer_utility_company,application,system_power_mw,storage_capacity_mwh,battery_manufacturer_id,cod,unit_price_usd_per_kwh
ESS_1016,Australia,Asia-Pacific,Florida Power & Light,Renewable Integration,126.4,252.8,SAMSUNG_SDI,2024-02-01,115.37
ESS_1017,South Korea,Asia-Pacific,KEPCO,Renewable Integration,67.6,135.2,LGES,2023-12-01,130.68
ESS_1018,UK,Europe,Neoen,Frequency Regulation,31.3,62.6,LGES,2022-03-01,136.99
ESS_1019,Australia,Asia-Pacific,Enel Green Power,Frequency Regulation,60.9,121.8,SAMSUNG_SDI,2026-09-01,86.21
ESS_1020,South Korea,Asia-Pacific,Florida Power & Light,Renewable Integration,133.3,533.2,LGES,2022-07-01,151.01
ESS_1021,Australia,Asia-Pacific,Vistra Energy,Peak Shaving,22.5,45.0,SAMSUNG_SDI,2021-05-01,142.57
ESS_1022,Australia,Asia-Pacific,Duke Energy,Peak Shaving,27.4,54.8,CATL,2024-05-01,78.56
ESS_1023,South Korea,Asia-Pacific,Florida Power & Light,Peak Shaving,132.3,529.2,LGES,2021-07-01,148.3
ESS_1024,USA,North America,PG&E,Peak Shaving,97.4,389.6,BYD,2024-04-01,82.19
ESS_1025,USA,North America,KEPCO,Peak Shaving,85.6,342.4,LGES,2027-04-01,77.38
ESS_1026,USA,North America,NextEra Energy,Frequency Regulation,137.0,548.0,LGES,2027-04-01,80.75
ESS_1027,USA,North America,Enel Green Power,Peak Shaving,102.6,410.4,LGES,2021-02-01,134.67
ESS_1028,UK,Europe,Fluence,Renewable Integration,34.0,136.0,LGES,2027-06-01,77.69
ESS_1029,USA,North America,Enel Green Power,Frequency Regulation,118.7,474.8,LGES,2026-03-01,84.09
ESS_1030,South Korea,Asia-Pacific,NextEra Energy,Peak Shaving,49.9,99.8,LGES,2021-06-01,139.43
ESS_1031,South Korea,Asia-Pacific,Duke Energy,Frequency Regulation,129.3,517.2,LGES,2022-01-01,140.23
ESS_1032,USA,North America,Fluence,Renewable Integration,24.6,49.2,LGES,2023-12-01,122.57
ESS_1033,USA,North America,PG&E,Peak Shaving,101.9,203.8,LGES,2027-02-01,76.41
ESS_1034,USA,North America,KEPCO,Frequency Regulation,45.9,183.6,BYD,2027-06-01,55.52
ESS_1035,USA,North America,Neoen,Peak Shaving,47.9,191.6,BYD,2024-01-01,84.93
ESS_1036,South Korea,Asia-Pacific,Neoen,Frequency Regulation,135.8,271.6,LGES,2021-09-01,144.34
ESS_1037,USA,North America,Vistra Energy,Frequency Regulation,17.6,35.2,LGES,2023-04-01,125.51
ESS_1038,USA,North America,Fluence,Renewable Integration,17.3,34.6,LGES,2023-09-01,124.47
ESS_1039,USA,North America,Vistra Energy,Frequency Regulation,37.0,148.0,BYD,2022-09-01,105.93
ESS_1040,USA,North America,Terra-Gen,Frequency Regulation,126.8,253.6,LGES,2023-02-01,136.58
ESS_1041,UK,Europe,PG&E,Frequency Regulation,114.0,456.0,LGES,2026-10-01,87.32
ESS_1042,USA,North America,KEPCO,Renewable Integration,38.9,155.6,LGES,2026-09-01,88.95
ESS_1043,South Korea,Asia-Pacific,Terra-Gen,Peak Shaving,138.6,277.2,LGES,2024-07-01,110.15
ESS_1044,Australia,Asia-Pacific,Vistra Energy,Frequency Regulation,94.8,189.6,SAMSUNG_SDI,2024-07-01,109.11
ESS_1045,UK,Europe,Fluence,Renewable Integration,112.3,224.6,LGES,2025-08-01,96.88
ESS_1046,USA,North America,Neoen,Renewable Integration,58.7,117.4,LGES,2026-03-01,88.46
ESS_1047,USA,North America,Terra-Gen,Frequency Regulation,136.7,546.8,LGES,2023-10-01,130.64
ESS_1048,USA,North America,Duke Energy,Renewable Integration,112.2,448.8,LGES,2027-03-01,80.83
ESS_1049,USA,North America,Southern California Edison,Renewable Integration,81.8,327.2,BYD,2025-04-01,72.09
ESS_1050,UK,Europe,NextEra Energy,Renewable Integration,141.4,565.6,LGES,2025-04-01,99.4
ESS_1051,USA,North America,Duke Energy,Frequency Regulation,118.6,237.2,LGES,2026-01-01,80.32
ESS_1052,China,Asia-Pacific,Southern California Edison,Renewable Integration,38.0,76.0,CATL,2024-02-01,80.59
ESS_1053,USA,North America,Duke Energy,Peak Shaving,29.0,58.0,LGES,2021-04-01,141.84
ESS_1054,Australia,Asia-Pacific,Vistra Energy,Peak Shaving,141.9,567.6,SAMSUNG_SDI,2023-03-01,135.85
ESS_1055,Australia,Asia-Pacific,Vistra Energy,Frequency Regulation,117.3,234.6,SAMSUNG_SDI,2024-01-01,111.49
ESS_1056,UK,Europe,Vistra Energy,Peak Shaving,14.7,58.8,LGES,2025-07-01,92.76
ESS_1057,Germany,Europe,Neoen,Peak Shaving,124.5,498.0,SAMSUNG_SDI,2022-05-01,139.36
ESS_1058,Australia,Asia-Pacific,Florida Power & Light,Renewable Integration,103.9,415.6,SAMSUNG_SDI,2023-03-01,127.26
ESS_1059,South Korea,Asia-Pacific,PG&E,Frequency Regulation,143.9,575.6,LGES,2023-06-01,132.79
ESS_1060,South Korea,Asia-Pacific,Duke Energy,Renewable Integration,26.6,53.2,LGES,2024-04-01,113.37
ESS_1061,USA,North America,NextEra Energy,Peak Shaving,88.8,177.6,BYD,2025-08-01,73.72
ESS_1062,South Korea,Asia-Pacific,PG&E,Peak Shaving,102.7,205.4,LGES,2025-01-01,90.28
ESS_1063,Australia,Asia-Pacific,Vistra Energy,Frequency Regulation,125.7,251.4,SAMSUNG_SDI,2027-06-01,74.69
ESS_1064,USA,North America,Southern California Edison,Frequency Regulation,32.5,65.0,LGES,2025-09-01,92.54
ESS_1065,China,Asia-Pacific,Terra-Gen,Peak Shaving,28.4,113.6,CATL,2025-12-01,74.06
ESS_1066,UK,Europe,Florida Power & Light,Renewable Integration,60.6,242.4,LGES,2024-05-01,108.01
ESS_1067,USA,North America,AES Corporation,Frequency Regulation,142.4,569.6,LGES,2021-10-01,138.98
ESS_1068,South Korea,Asia-Pacific,PG&E,Renewable Integration,145.6,291.2,LGES,2024-05-01,113.33
ESS_1069,UK,Europe,KEPCO,Peak Shaving,27.3,54.6,LGES,2021-07-01,146.45
ESS_1070,USA,North America,Enel Green Power,Frequency Regulation,123.1,246.2,LGES,2021-07-01,141.8
ESS_1071,Australia,Asia-Pacific,Terra-Gen,Frequency Regulation,68.8,137.6,SAMSUNG_SDI,2022-07-01,148.16
ESS_1072,USA,North America,Enel Green Power,Frequency Regulation,140.2,280.4,LGES,2026-08-01,83.31
ESS_1073,Australia,Asia-Pacific,NextEra Energy,Renewable Integration,32.0,64.0,SAMSUNG_SDI,2027-09-01,81.46
ESS_1074,South Korea,Asia-Pacific,Terra-Gen,Frequency Regulation,35.2,140.8,LGES,2021-12-01,138.31
ESS_1075,China,Asia-Pacific,Fluence,Frequency Regulation,109.8,439.2,CATL,2021-01-01,109.86
ESS_1076,South Korea,Asia-Pacific,Neoen,Renewable Integration,124.4,248.8,LGES,2027-11-01,78.67
ESS_1077,USA,North America,Duke Energy,Frequency Regulation,124.7,498.8,LGES,2022-03-01,142.56
ESS_1078,UK,Europe,PG&E,Renewable Integration,143.5,574.0,LGES,2024-01-01,107.73
ESS_1079,South Korea,Asia-Pacific,Southern California Edison,Renewable Integration,53.5,214.0,LGES,2021-12-01,132.44
ESS_1080,South Korea,Asia-Pacific,NextEra Energy,Renewable Integration,95.6,382.4,LGES,2025-05-01,93.49
ESS_1081,USA,North America,Florida Power & Light,Frequency Regulation,78.1,312.4,BYD,2025-07-01,70.62
ESS_1082,Australia,Asia-Pacific,Fluence,Frequency Regulation,99.2,198.4,CATL,2021-01-01,99.05
ESS_1083,South Korea,Asia-Pacific,NextEra Energy,Renewable Integration,81.0,324.0,LGES,2026-11-01,88.11
ESS_1084,UK,Europe,NextEra Energy,Frequency Regulation,29.0,58.0,LGES,2024-09-01,111.21
ESS_1085,Germany,Europe,Terra-Gen,Frequency Regulation,17.4,34.8,SAMSUNG_SDI,2021-10-01,133.4
ESS_1086,South Korea,Asia-Pacific,Neoen,Frequency Regulation,20.6,41.2,LGES,2025-10-01,95.35
ESS_1087,USA,North America,Florida Power & Light,Frequency Regulation,24.8,49.6,BYD,2024-09-01,86.32
ESS_1088,Australia,Asia-Pacific,Neoen,Peak Shaving,43.8,87.6,SAMSUNG_SDI,2026-09-01,82.99
ESS_1089,Australia,Asia-Pacific,Southern California Edison,Renewable Integration,73.6,147.2,SAMSUNG_SDI,2021-04-01,141.63
ESS_1090,South Korea,Asia-Pacific,Neoen,Peak Shaving,26.5,106.0,LGES,2027-10-01,77.32
ESS_1091,USA,North America,Southern California Edison,Renewable Integration,137.2,274.4,LGES,2024-11-01,106.67
ESS_1092,USA,North America,Vistra Energy,Frequency Regulation,24.5,98.0,BYD,2024-10-01,85.01
ESS_1093,Australia,Asia-Pacific,Florida Power & Light,Peak Shaving,121.8,243.6,SAMSUNG_SDI,2025-08-01,92.06
ESS_1094,South Korea,Asia-Pacific,AES Corporation,Peak Shaving,63.1,252.4,LGES,2025-09-01,89.94
ESS_1095,UK,Europe,PG&E,Renewable Integration,21.3,85.2,LGES,2024-02-01,103.79
ESS_1096,USA,North America,AES Corporation,Peak Shaving,68.2,136.4,LGES,2024-09-01,104.19
ESS_1097,UK,Europe,Enel Green Power,Renewable Integration,119.0,238.0,LGES,2026-07-01,88.95
ESS_1098,Australia,Asia-Pacific,Vistra Energy,Frequency Regulation,64.1,128.2,SAMSUNG_SDI,2025-03-01,98.8
ESS_1099,Australia,Asia-Pacific,Vistra Energy,Frequency Regulation,60.8,243.2,SAMSUNG_SDI,2021-06-01,135.55
ESS_1100,South Korea,Asia-Pacific,Neoen,Renewable Integration,104.4,208.8,LGES,2022-08-01,148.27
ESS_1101,UK,Europe,Florida Power & Light,Renewable Integration,10.4,41.6,LGES,2022-05-01,141.87
ESS_1102,South Korea,Asia-Pacific,KEPCO,Frequency Regulation,144.2,576.8,LGES,2022-01-01,149.23
ESS_1103,South Korea,Asia-Pacific,KEPCO,Peak Shaving,58.9,117.8,LGES,2025-02-01,93.49
ESS_1104,South Korea,Asia-Pacific,Southern California Edison,Renewable Integration,110.6,442.4,LGES,2024-02-01,113.29
ESS_1105,USA,North America,Terra-Gen,Renewable Integration,48.9,195.6,LGES,2027-10-01,72.85
ESS_1106,South Korea,Asia-Pacific,Vistra Energy,Frequency Regulation,12.5,50.0,LGES,2027-02-01,74.13
ESS_1107,South Korea,Asia-Pacific,KEPCO,Peak Shaving,29.3,58.6,LGES,2023-08-01,133.01
ESS_1108,USA,North America,Southern California Edison,Renewable Integration,49.9,99.8,BYD,2023-11-01,103.2
ESS_1109,South Korea,Asia-Pacific,Duke Energy,Peak Shaving,119.4,477.6,LGES,2026-10-01,86.2
ESS_1110,UK,Europe,PG&E,Renewable Integration,18.2,36.4,LGES,2026-05-01,81.03
ESS_1111,USA,North America,KEPCO,Peak Shaving,60.0,240.0,BYD,2021-06-01,110.6
ESS_1112,China,Asia-Pacific,Enel Green Power,Renewable Integration,141.0,564.0,CATL,2024-08-01,85.46
ESS_1113,UK,Europe,Enel Green Power,Renewable Integration,67.0,268.0,LGES,2027-04-01,74.57
ESS_1114,Australia,Asia-Pacific,Duke Energy,Peak Shaving,45.0,180.0,SAMSUNG_SDI,2027-08-01,78.29
ESS_1115,South Korea,Asia-Pacific,Terra-Gen,Peak Shaving,146.0,584.0,LGES,2025-02-01,99.78
ESS_1116,South Korea,Asia-Pacific,Neoen,Peak Shaving,58.3,233.2,LGES,2022-12-01,146.67
ESS_1117,South Korea,Asia-Pacific,Southern California Edison,Frequency Regulation,112.9,451.6,LGES,2026-07-01,82.49
ESS_1118,South Korea,Asia-Pacific,NextEra Energy,Renewable Integration,104.6,209.2,LGES,2026-05-01,88.27
ESS_1119,USA,North America,KEPCO,Frequency Regulation,19.7,39.4,LGES,2023-02-01,127.9
ESS_1120,Australia,Asia-Pacific,Duke Energy,Renewable Integration,53.9,215.6,SAMSUNG_SDI,2023-10-01,136.68
ESS_1121,South Korea,Asia-Pacific,KEPCO,Peak Shaving,148.4,593.6,LGES,2022-07-01,151.81
ESS_1122,UK,Europe,Vistra Energy,Frequency Regulation,108.5,217.0,LGES,2022-01-01,142.79
ESS_1123,USA,North America,Enel Green Power,Renewable Integration,74.4,297.6,LGES,2021-08-01,131.71
ESS_1124,UK,Europe,KEPCO,Renewable Integration,88.7,177.4,LGES,2023-08-01,131.62
ESS_1125,Germany,Europe,KEPCO,Peak Shaving,124.1,496.4,SAMSUNG_SDI,2024-06-01,109.63
ESS_1126,USA,North America,KEPCO,Renewable Integration,22.6,45.2,LGES,2022-06-01,143.63
ESS_1127,South Korea,Asia-Pacific,Neoen,Frequency Regulation,46.9,93.8,LGES,2022-03-01,144.38
ESS_1128,UK,Europe,Fluence,Renewable Integration,22.2,88.8,LGES,2024-09-01,110.85
ESS_1129,South Korea,Asia-Pacific,KEPCO,Renewable Integration,145.8,291.6,LGES,2021-06-01,142.46
ESS_1130,USA,North America,Neoen,Renewable Integration,115.4,461.6,LGES,2027-11-01,76.67
ESS_1131,Australia,Asia-Pacific,Terra-Gen,Renewable Integration,145.3,581.2,CATL,2022-01-01,112.3
ESS_1132,Germany,Europe,Florida Power & Light,Peak Shaving,33.7,134.8,SAMSUNG_SDI,2024-04-01,113.89
ESS_1133,UK,Europe,Neoen,Renewable Integration,57.5,115.0,LGES,2024-11-01,106.65
ESS_1134,South Korea,Asia-Pacific,Vistra Energy,Peak Shaving,11.1,44.4,LGES,2022-07-01,144.77
ESS_1135,USA,North America,Duke Energy,Peak Shaving,88.0,352.0,LGES,2025-07-01,95.21
ESS_1136,USA,North America,Fluence,Renewable Integration,66.9,133.8,BYD,2023-04-01,93.0
ESS_1137,USA,North America,NextEra Energy,Frequency Regulation,39.9,159.6,BYD,2022-11-01,108.9
ESS_1138,Australia,Asia-Pacific,Fluence,Renewable Integration,78.2,312.8,SAMSUNG_SDI,2023-06-01,135.42
ESS_1139,USA,North America,Vistra Energy,Renewable Integration,143.9,287.8,LGES,2026-07-01,88.3
ESS_1140,Australia,Asia-Pacific,Southern California Edison,Frequency Regulation,116.5,233.0,SAMSUNG_SDI,2026-01-01,83.89
ESS_1141,USA,North America,NextEra Energy,Peak Shaving,53.4,213.6,LGES,2027-01-01,78.85
ESS_1142,UK,Europe,Vistra Energy,Frequency Regulation,135.5,542.0,LGES,2024-02-01,111.87
ESS_1143,USA,North America,Southern California Edison,Renewable Integration,109.5,438.0,LGES,2026-03-01,88.47
ESS_1144,Australia,Asia-Pacific,Terra-Gen,Renewable Integration,26.1,52.2,SAMSUNG_SDI,2025-08-01,91.35
ESS_1145,USA,North America,Neoen,Frequency Regulation,44.1,176.4,LGES,2023-12-01,125.3
ESS_1146,UK,Europe,AES Corporation,Frequency Regulation,68.4,273.6,LGES,2027-12-01,81.53
ESS_1147,USA,North America,Fluence,Renewable Integration,95.9,383.6,BYD,2021-11-01,108.33
ESS_1148,USA,North America,NextEra Energy,Frequency Regulation,80.8,161.6,LGES,2021-11-01,145.75
ESS_1149,USA,North America,Terra-Gen,Frequency Regulation,97.6,390.4,LGES,2025-06-01,90.45
ESS_1150,South Korea,Asia-Pacific,KEPCO,Peak Shaving,127.5,255.0,LGES,2025-09-01,98.87
ESS_1151,UK,Europe,PG&E,Renewable Integration,145.4,290.8,LGES,2024-04-01,114.01
ESS_1152,Australia,Asia-Pacific,Enel Green Power,Peak Shaving,142.5,570.0,SAMSUNG_SDI,2027-06-01,80.99
ESS_1153,China,Asia-Pacific,Neoen,Peak Shaving,31.3,125.2,CATL,2027-03-01,56.74
ESS_1154,UK,Europe,Duke Energy,Peak Shaving,20.0,40.0,LGES,2021-12-01,143.91
ESS_1155,USA,North America,Fluence,Frequency Regulation,148.8,595.2,LGES,2024-07-01,113.74
ESS_1156,USA,North America,Florida Power & Light,Frequency Regulation,48.7,194.8,LGES,2026-05-01,79.75
ESS_1157,USA,North America,NextEra Energy,Renewable Integration,94.9,189.8,LGES,2026-10-01,84.45
ESS_1158,USA,North America,Florida Power & Light,Frequency Regulation,46.4,92.8,LGES,2025-01-01,96.87
ESS_1159,Australia,Asia-Pacific,NextEra Energy,Frequency Regulation,126.9,507.6,SAMSUNG_SDI,2026-06-01,82.39
ESS_1160,UK,Europe,KEPCO,Renewable Integration,11.4,22.8,LGES,2022-10-01,138.49
ESS_1161,USA,North America,KEPCO,Peak Shaving,48.0,96.0,LGES,2024-07-01,111.67
ESS_1162,USA,North America,Terra-Gen,Frequency Regulation,148.4,593.6,LGES,2023-11-01,131.41
ESS_1163,South Korea,Asia-Pacific,AES Corporation,Peak Shaving,72.0,144.0,LGES,2024-07-01,113.14
ESS_1164,South Korea,Asia-Pacific,Fluence,Peak Shaving,90.6,181.2,LGES,2021-05-01,134.7
ESS_1165,USA,North America,AES Corporation,Peak Shaving,144.7,578.8,LGES,2023-08-01,122.73
ESS_1166,USA,North America,Duke Energy,Peak Shaving,21.7,86.8,BYD,2022-02-01,103.02
ESS_1167,South Korea,Asia-Pacific,AES Corporation,Peak Shaving,47.9,191.6,LGES,2021-02-01,137.71
ESS_1168,UK,Europe,NextEra Energy,Renewable Integration,121.3,485.2,LGES,2025-01-01,98.18
ESS_1169,USA,North America,AES Corporation,Frequency Regulation,144.9,579.6,LGES,2021-01-01,142.01
ESS_1170,USA,North America,Vistra Energy,Frequency Regulation,129.3,517.2,LGES,2023-02-01,136.27
ESS_1171,Australia,Asia-Pacific,KEPCO,Renewable Integration,11.9,47.6,SAMSUNG_SDI,2025-05-01,97.88
ESS_1172,USA,North America,Florida Power & Light,Renewable Integration,136.9,547.6,LGES,2024-10-01,110.5
ESS_1173,USA,North America,AES Corporation,Frequency Regulation,45.9,91.8,LGES,2026-02-01,88.49
ESS_1174,South Korea,Asia-Pacific,Vistra Energy,Renewable Integration,28.7,57.4,LGES,2024-03-01,109.57
ESS_1175,Australia,Asia-Pacific,Southern California Edison,Peak Shaving,106.3,212.6,SAMSUNG_SDI,2027-01-01,72.63
ESS_1176,UK,Europe,NextEra Energy,Renewable Integration,33.3,133.2,LGES,2024-08-01,113.23
ESS_1177,USA,North America,Southern California Edison,Renewable Integration,130.1,520.4,LGES,2024-04-01,110.02
ESS_1178,Australia,Asia-Pacific,Duke Energy,Peak Shaving,126.8,253.6,SAMSUNG_SDI,2022-07-01,147.65
ESS_1179,South Korea,Asia-Pacific,NextEra Energy,Peak Shaving,95.2,190.4,LGES,2024-07-01,115.61
ESS_1180,Australia,Asia-Pacific,Southern California Edison,Peak Shaving,66.8,133.6,SAMSUNG_SDI,2023-11-01,137.56
ESS_1181,South Korea,Asia-Pacific,Duke Energy,Peak Shaving,9.5,38.0,LGES,2022-12-01,138.84
ESS_1182,USA,North America,Duke Energy,Renewable Integration,29.9,119.6,LGES,2023-09-01,124.77
ESS_1183,South Korea,Asia-Pacific,NextEra Energy,Peak Shaving,39.6,79.2,LGES,2024-09-01,108.35
ESS_1184,UK,Europe,Fluence,Renewable Integration,112.6,225.2,LGES,2021-11-01,132.89
ESS_1185,Germany,Europe,Southern California Edison,Frequency Regulation,77.0,308.0,SAMSUNG_SDI,2021-10-01,140.37
ESS_1186,UK,Europe,Neoen,Frequency Regulation,99.5,199.0,LGES,2025-07-01,90.35
ESS_1187,South Korea,Asia-Pacific,Southern California Edison,Renewable Integration,135.9,543.6,LGES,2021-06-01,136.01
ESS_1188,China,Asia-Pacific,Duke Energy,Frequency Regulation,109.4,218.8,CATL,2024-10-01,77.68
ESS_1189,South Korea,Asia-Pacific,AES Corporation,Renewable Integration,111.9,223.8,LGES,2025-02-01,98.96
ESS_1190,Australia,Asia-Pacific,Terra-Gen,Peak Shaving,146.9,293.8,SAMSUNG_SDI,2024-12-01,102.84
ESS_1191,South Korea,Asia-Pacific,Enel Green Power,Peak Shaving,97.2,194.4,LGES,2021-02-01,142.45
ESS_1192,UK,Europe,Vistra Energy,Frequency Regulation,96.6,386.4,LGES,2025-12-01,96.0
ESS_1193,USA,North America,Terra-Gen,Peak Shaving,103.9,415.6,LGES,2025-03-01,89.76
ESS_1194,USA,North America,Enel Green Power,Renewable Integration,106.5,426.0,LGES,2021-07-01,139.17
ESS_1195,USA,North America,Fluence,Peak Shaving,51.0,102.0,LGES,2022-01-01,135.87
ESS_1196,USA,North America,PG&E,Peak Shaving,51.5,103.0,LGES,2027-12-01,76.24
ESS_1197,Australia,Asia-Pacific,AES Corporation,Peak Shaving,51.8,103.6,SAMSUNG_SDI,2027-12-01,79.86
ESS_1198,UK,Europe,KEPCO,Peak Shaving,81.0,162.0,LGES,2022-09-01,149.04
ESS_1199,USA,North America,Neoen,Frequency Regulation,100.8,201.6,LGES,2024-08-01,105.99
ESS_1200,USA,North America,Florida Power & Light,Frequency Regulation,100.9,201.8,LGES,2024-06-01,110.43
ESS_1201,Australia,Asia-Pacific,KEPCO,Frequency Regulation,148.6,594.4,SAMSUNG_SDI,2027-09-01,79.98
ESS_1202,South Korea,Asia-Pacific,Southern California Edison,Frequency Regulation,119.7,478.8,LGES,2023-10-01,128.46
ESS_1203,USA,North America,Florida Power & Light,Renewable Integration,34.8,69.6,LGES,2027-11-01,78.22
ESS_1204,USA,North America,Fluence,Renewable Integration,10.5,42.0,LGES,2023-06-01,137.46
ESS_1205,Australia,Asia-Pacific,PG&E,Peak Shaving,134.6,538.4,SAMSUNG_SDI,2027-06-01,76.02
ESS_1206,Australia,Asia-Pacific,AES Corporation,Renewable Integration,29.0,58.0,SAMSUNG_SDI,2022-02-01,142.07
ESS_1207,USA,North America,KEPCO,Peak Shaving,80.6,322.4,LGES,2025-07-01,97.99
ESS_1208,UK,Europe,NextEra Energy,Renewable Integration,64.0,256.0,LGES,2022-06-01,144.68
ESS_1209,South Korea,Asia-Pacific,Neoen,Renewable Integration,133.4,266.8,LGES,2024-05-01,108.62
ESS_1210,South Korea,Asia-Pacific,Fluence,Renewable Integration,90.2,360.8,LGES,2026-01-01,82.04
ESS_1211,USA,North America,Fluence,Frequency Regulation,6.3,12.6,BYD,2025-01-01,68.74
ESS_1212,Australia,Asia-Pacific,Vistra Energy,Peak Shaving,27.5,55.0,SAMSUNG_SDI,2023-10-01,127.0
ESS_1213,South Korea,Asia-Pacific,Vistra Energy,Frequency Regulation,131.5,526.0,LGES,2027-02-01,80.69
ESS_1214,USA,North America,Vistra Energy,Peak Shaving,134.2,268.4,LGES,2026-01-01,80.36
ESS_1215,Germany,Europe,Enel Green Power,Renewable Integration,22.1,44.2,SAMSUNG_SDI,2024-04-01,103.28
ESS_1216,China,Asia-Pacific,Enel Green Power,Peak Shaving,142.4,284.8,CATL,2026-12-01,60.92
ESS_1217,Germany,Europe,Vistra Energy,Peak Shaving,25.0,50.0,SAMSUNG_SDI,2027-11-01,75.77
ESS_1218,UK,Europe,Florida Power & Light,Frequency Regulation,11.1,22.2,LGES,2023-01-01,128.34
ESS_1219,Australia,Asia-Pacific,Terra-Gen,Renewable Integration,119.3,477.2,SAMSUNG_SDI,2025-07-01,89.94
ESS_1220,South Korea,Asia-Pacific,AES Corporation,Renewable Integration,49.7,99.4,LGES,2027-03-01,72.4
ESS_1221,UK,Europe,Terra-Gen,Frequency Regulation,105.3,421.2,LGES,2022-01-01,150.83
ESS_1222,China,Asia-Pacific,KEPCO,Peak Shaving,30.5,122.0,CATL,2021-11-01,99.24
ESS_1223,USA,North America,Neoen,Renewable Integration,100.8,403.2,LGES,2027-07-01,73.77
ESS_1224,USA,North America,NextEra Energy,Peak Shaving,7.0,14.0,LGES,2027-03-01,80.0
ESS_1225,USA,North America,Duke Energy,Frequency Regulation,97.3,389.2,LGES,2021-06-01,144.61
ESS_1226,UK,Europe,AES Corporation,Frequency Regulation,58.8,117.6,LGES,2024-01-01,111.32
ESS_1227,USA,North America,Neoen,Renewable Integration,149.5,598.0,LGES,2021-05-01,133.04
ESS_1228,USA,North America,NextEra Energy,Renewable Integration,32.9,131.6,LGES,2022-08-01,136.88
ESS_1229,USA,North America,KEPCO,Frequency Regulation,61.3,245.2,LGES,2023-03-01,126.78
ESS_1230,USA,North America,Duke Energy,Renewable Integration,70.8,141.6,LGES,2027-08-01,80.12
ESS_1231,Australia,Asia-Pacific,Neoen,Renewable Integration,118.0,236.0,SAMSUNG_SDI,2021-01-01,146.38
ESS_1232,USA,North America,Fluence,Renewable Integration,10.6,42.4,LGES,2026-03-01,87.59
ESS_1233,USA,North America,Enel Green Power,Frequency Regulation,24.2,48.4,LGES,2024-03-01,113.64
ESS_1234,South Korea,Asia-Pacific,Terra-Gen,Peak Shaving,83.4,333.6,LGES,2026-09-01,82.07
ESS_1235,South Korea,Asia-Pacific,AES Corporation,Peak Shaving,39.8,159.2,LGES,2023-03-01,124.79
ESS_1236,USA,North America,Florida Power & Light,Renewable Integration,143.0,286.0,BYD,2021-07-01,99.19
ESS_1237,UK,Europe,Fluence,Renewable Integration,41.9,83.8,LGES,2026-05-01,80.13
ESS_1238,Australia,Asia-Pacific,AES Corporation,Renewable Integration,76.8,153.6,SAMSUNG_SDI,2027-11-01,74.94
ESS_1239,USA,North America,Terra-Gen,Renewable Integration,147.2,588.8,BYD,2021-09-01,98.83
ESS_1240,South Korea,Asia-Pacific,Terra-Gen,Frequency Regulation,139.6,558.4,LGES,2025-07-01,90.08
ESS_1241,USA,North America,KEPCO,Peak Shaving,112.7,450.8,BYD,2027-12-01,59.02
ESS_1242,USA,North America,Neoen,Peak Shaving,115.9,463.6,LGES,2026-07-01,79.64
ESS_1243,UK,Europe,AES Corporation,Peak Shaving,28.2,56.4,LGES,2026-05-01,79.0
ESS_1244,USA,North America,NextEra Energy,Frequency Regulation,38.5,77.0,LGES,2022-06-01,136.75
ESS_1245,UK,Europe,NextEra Energy,Peak Shaving,21.9,43.8,LGES,2022-01-01,152.83
ESS_1246,Australia,Asia-Pacific,Terra-Gen,Renewable Integration,97.5,195.0,SAMSUNG_SDI,2025-06-01,97.25
ESS_1247,UK,Europe,Vistra Energy,Frequency Regulation,65.7,262.8,LGES,2025-10-01,96.61
ESS_1248,South Korea,Asia-Pacific,AES Corporation,Peak Shaving,87.8,175.6,LGES,2023-01-01,131.73
ESS_1249,USA,North America,Terra-Gen,Frequency Regulation,87.6,350.4,LGES,2025-12-01,93.54
ESS_1250,USA,North America,PG&E,Peak Shaving,140.6,281.2,LGES,2025-08-01,99.61
ESS_1251,USA,North America,AES Corporation,Renewable Integration,66.3,132.6,CATL,2021-02-01,110.77
ESS_1252,USA,North America,PG&E,Frequency Regulation,122.2,488.8,LGES,2024-06-01,107.79
ESS_1253,USA,North America,Enel Green Power,Renewable Integration,66.8,133.6,LGES,2022-07-01,151.66
ESS_1254,South Korea,Asia-Pacific,NextEra Energy,Peak Shaving,75.6,151.2,LGES,2021-01-01,147.27
ESS_1255,USA,North America,Fluence,Peak Shaving,22.5,45.0,LGES,2024-07-01,107.0
ESS_1256,UK,Europe,Fluence,Peak Shaving,88.3,353.2,LGES,2023-09-01,134.94
ESS_1257,USA,North America,NextEra Energy,Peak Shaving,9.0,18.0,LGES,2021-07-01,143.11
ESS_1258,South Korea,Asia-Pacific,Fluence,Peak Shaving,7.9,31.6,LGES,2026-11-01,86.32
ESS_1259,Australia,Asia-Pacific,Vistra Energy,Peak Shaving,68.3,273.2,SAMSUNG_SDI,2027-02-01,72.6
ESS_1260,South Korea,Asia-Pacific,Florida Power & Light,Renewable Integration,52.3,209.2,LGES,2021-09-01,139.1
ESS_1261,South Korea,Asia-Pacific,Southern California Edison,Peak Shaving,79.1,316.4,LGES,2026-09-01,86.56
ESS_1262,USA,North America,Florida Power & Light,Frequency Regulation,40.1,80.2,LGES,2021-07-01,138.57
ESS_1263,South Korea,Asia-Pacific,KEPCO,Peak Shaving,43.3,173.2,LGES,2027-12-01,73.31
